t,segment,x,y,theta,varphi,v,omega_s,xd,yd,xdd,ydd,xddd,yddd,kappa
1.280000000000000071e+01,1.000000000000000000e+00,-1.059028850494823537e+00,4.595975184045649753e-01,2.323010312445877190e+00,-1.751615227396372265e-01,1.053546312690740866e-01,-7.044547916335449321e-03,-7.198429316899042363e-02,7.692762746116249550e-02,4.017895599123163901e-03,6.882025551373278580e-03,-2.268892671999794136e-03,3.609020591948265688e-03,-6.879502197691295118e-01
1.282000000000000028e+01,1.000000000000000000e+00,-1.060467735813695134e+00,4.611374521838836338e-01,2.321559838082317917e+00,-1.752975116472478279e-01,1.054011793633155836e-01,-6.552180365166112956e-03,-7.190439091384691339e-02,7.706599236035641121e-02,3.972237505028723692e-03,6.954591696119399521e-03,-2.296616123155232128e-03,3.647219491818478026e-03,-6.884954150510330662e-01
1.283999999999999986e+01,1.000000000000000000e+00,-1.061905032255448189e+00,4.626801678246002525e-01,2.320107602257070134e+00,-1.754235259288947912e-01,1.054496427753968818e-01,-6.047208930012382307e-03,-7.182540724542108013e-02,7.720581607293730553e-02,3.926042900533163044e-03,7.027899449083631171e-03,-2.322547620215760153e-03,3.683186093036664929e-03,-6.890006443461753616e-01
1.285999999999999943e+01,1.000000000000000000e+00,-1.063340758296736688e+00,4.642256946483368507e-01,2.318653662797243609e+00,-1.755393209148579936e-01,1.055000402057974934e-01,-5.530373958632576852e-03,-7.174735253709145499e-02,7.734711298647935218e-02,3.879347390598466769e-03,7.101904444620178378e-03,-2.346710556856875397e-03,3.716948406857259121e-03,-6.894649212979059305e-01
1.288000000000000078e+01,1.000000000000000000e+00,-1.064774932614593883e+00,4.657740622556315602e-01,2.317198079362761121e+00,-1.756446667138672202e-01,1.055523892179925788e-01,-5.002412867251812383e-03,-7.167023645480891103e-02,7.748989660683755498e-02,3.832186113412084857e-03,7.176562876020112398e-03,-2.369128216855386371e-03,3.748534315712387637e-03,-6.898873190761497520e-01
1.290000000000000036e+01,1.000000000000000000e+00,-1.066207574072374653e+00,4.673253005084153089e-01,2.315740913349311203e+00,-1.757393481495739818e-01,1.056067062519104871e-01,-4.464059648996578089e-03,-7.159406796640982451e-02,7.763417956930053487e-02,3.784593742584924699e-03,7.251831492934932705e-03,-2.389823774089415084e-03,3.777971573211873126e-03,-6.902669701699388760e-01
1.291999999999999993e+01,1.000000000000000000e+00,-1.067638701705887261e+00,4.688794395127116044e-01,2.314282227791841784e+00,-1.758231646870958009e-01,1.056630066373645677e-01,-3.916044373335124569e-03,-7.151885535088596535e-02,7.777997364969210792e-02,3.736604489349318586e-03,7.327667598800095827e-03,-2.408820292538389231e-03,3.805287804143234285e-03,-6.906030661375103241e-01
1.293999999999999950e+01,1.000000000000000000e+00,-1.069068334709707191e+00,4.704365096015580283e-01,2.312822087268632032e+00,-1.758959303494778137e-01,1.057213046074579471e-01,-3.359092678454122464e-03,-7.144460620760979819e-02,7.792728977542123792e-02,3.688252104756995116e-03,7.404029048258601448e-03,-2.426140726283050435e-03,3.830510504471683255e-03,-6.908948573131721282e-01
1.296000000000000085e+01,1.000000000000000000e+00,-1.070496492423679724e+00,4.719965413181477221e-01,2.311360557805999694e+00,-1.759574736239465365e-01,1.057816133119621055e-01,-2.793925258463479406e-03,-7.137132746551631823e-02,7.807613803648022488e-02,3.639569881877056674e-03,7.480874244584523845e-03,-2.441807919505449478e-03,3.853667041340128659e-03,-6.911416524702694852e-01
1.298000000000000043e+01,1.000000000000000000e+00,-1.071923194319598593e+00,4.735595653991907517e-01,2.309897706783688331e+00,-1.760076373578701170e-01,1.058439448306691122e-01,-2.221257347272329302e-03,-7.129902539224060309e-02,7.822652769639182324e-02,3.590590657993946930e-03,7.558162137106571102e-03,-2.455844606488945866e-03,3.874784653069171698e-03,-6.913428184397694132e-01
1.300000000000000000e+01,1.000000000000000000e+00,-1.073348459988073822e+00,4.751256127584940758e-01,2.308433602840991750e+00,-1.760462786443799110e-01,1.059083101867170779e-01,-1.641798200934259768e-03,-7.122770560321160793e-02,7.837846720310430448e-02,3.541346816805436559e-03,7.635852218631645170e-03,-2.468273411618212166e-03,3.893890449157111789e-03,-6.914977796841526025e-01
1.301999999999999957e+01,1.000000000000000000e+00,-1.074772309125577863e+00,4.766947144707581741e-01,2.306968315783657797e+00,-1.760732686976362871e-01,1.059747193598893078e-01,-1.056250580206985652e-03,-7.115737307070187090e-02,7.853196419983553278e-02,3.491870290620584672e-03,7.713904522868381998e-03,-2.479116849379230537e-03,3.911011410279940925e-03,-6.916060178264414882e-01
1.303999999999999915e+01,1.000000000000000000e+00,-1.076194761521671373e+00,4.782669017555902791e-01,2.305501916491636827e+00,-1.760884927177637227e-01,1.060431812998865186e-01,-4.653102350199122520e-04,-7.108803213283330924e-02,7.868702553586494342e-02,3.442192562557718459e-03,7.792279621850728075e-03,-2.488397324359291861e-03,3.926174388291347149e-03,-6.916670711343728684e-01
1.306000000000000050e+01,1.000000000000000000e+00,-1.077615837046412173e+00,4.798422059617336588e-01,2.304034476827710343e+00,-1.760918497455060405e-01,1.061137039395726039e-01,1.303346075144573763e-04,-7.101968650253906445e-02,7.884365727727460360e-02,3.392344668742406331e-03,7.870938623361465811e-03,-2.496137131246998781e-03,3.939406106222713248e-03,-6.916805339598536273e-01
1.308000000000000007e+01,1.000000000000000000e+00,-1.079035555637936517e+00,4.814206585515102277e-01,2.302566069547067773e+00,-1.760832525066926557e-01,1.061862942081929634e-01,7.300037499660051070e-04,-7.095233927648141037e-02,7.900186471763807894e-02,3.342357200505431929e-03,7.949843168355789219e-03,-2.502358454832265700e-03,3.950733158283119793e-03,-6.916460561340126434e-01
1.309999999999999964e+01,1.000000000000000000e+00,-1.080453937290227762e+00,4.830022910854771534e-01,2.301096768207866905e+00,-1.760626272466299658e-01,1.062609580445661450e-01,1.333025524812972212e-03,-7.088599294392555761e-02,7.916165238865838227e-02,3.292260306580767262e-03,8.028955428384857915e-03,-2.507083370006314444e-03,3.960182009859336896e-03,-6.915633423182740991e-01
1.312000000000000099e+01,1.000000000000000000e+00,-1.081871002041052243e+00,4.845871352072950722e-01,2.299626647082845921e+00,-1.760299135545665139e-01,1.063377004102479817e-01,1.938737286571541509e-03,-7.082064939556981242e-02,7.932302407075407513e-02,3.242083695303548015e-03,8.108238103019327694e-03,-2.510333841761679900e-03,3.967778997515833753e-03,-6.914321513120393892e-01
1.314000000000000057e+01,1.000000000000000000e+00,-1.083286769960080109e+00,4.861752226288079126e-01,2.298155781072022119e+00,-1.759850641784102832e-01,1.064165253026677777e-01,2.546485894440482425e-03,-7.075630993233132660e-02,7.948598280359375767e-02,3.191856636808043223e-03,8.187654417272934027e-03,-2.512131725192203943e-03,3.973550328994774304e-03,-6.912522953176939433e-01
1.316000000000000014e+01,1.000000000000000000e+00,-1.084701261137172690e+00,4.877665851153329957e-01,2.296684245616535502e+00,-1.759280448298963795e-01,1.064974357682371836e-01,3.155628184135567203e-03,-7.069297527408832660e-02,7.965053089657934959e-02,3.141607965225636217e-03,8.267168119026026968e-03,-2.512498765493042380e-03,3.977522083216014637e-03,-6.910236391637619713e-01
1.317999999999999972e+01,1.000000000000000000e+00,-1.086114495670852609e+00,4.893612544711600232e-01,2.295212116613687403e+00,-1.758588339804381395e-01,1.065804339154303726e-01,3.765531427657753741e-03,-7.063064556837810037e-02,7.981666993927753750e-02,3.091366080882787786e-03,8.346743476449133836e-03,-2.511456597960660606e-03,3.979720210277112522e-03,-6.907460994871832405e-01
1.319999999999999929e+01,1.000000000000000000e+00,-1.087526493656940652e+00,4.909592625252583442e-01,2.293739470333217678e+00,-1.757774226479140445e-01,1.066655209278358635e-01,4.375573779808907340e-03,-7.056932039905118581e-02,7.998440081179984673e-02,3.041158952499023200e-03,8.426345275426508005e-03,-2.509026747992832308e-03,3.980170531453312670e-03,-6.904196438757802534e-01
1.322000000000000064e+01,1.000000000000000000e+00,-1.088937275177370489e+00,4.925606411171905008e-01,2.292266383334866209e+00,-1.756838141746641380e-01,1.067526970771793954e-01,4.985144710337757745e-03,-7.050899879488141397e-02,8.015372369513121265e-02,2.991014119384894504e-03,8.505938816979681169e-03,-2.505230631088643366e-03,3.978898739197559743e-03,-6.900442899720923284e-01
1.324000000000000021e+01,1.000000000000000000e+00,-1.090346860289171493e+00,4.941654220832339961e-01,2.290792932387271996e+00,-1.755780239969982615e-01,1.068419617363173535e-01,5.593645420671478942e-03,-7.044967923813220956e-02,8.032463808140678785e-02,2.940958693639961034e-03,8.585489914691029484e-03,-2.500089552848490555e-03,3.975930397140492283e-03,-6.896201045398731022e-01
1.325999999999999979e+01,1.000000000000000000e+00,-1.091755269013624519e+00,4.957736372427050675e-01,2.289319194388246270e+00,-1.754600794065305502e-01,1.069333133922005658e-01,6.200489244259987237e-03,-7.039135967307882935e-02,8.049714278413758195e-02,2.891019362350761256e-03,8.664964892127308485e-03,-2.493624708974077637e-03,3.971290940090442707e-03,-6.891472024946200259e-01
1.327999999999999936e+01,1.000000000000000000e+00,-1.093162521325586889e+00,4.973853183844891279e-01,2.287845246286466239e+00,-1.753300193036787247e-01,1.070267496588077211e-01,6.805102029632936235e-03,-7.033403751448653873e-02,8.067123594838435108e-02,2.841222389788784167e-03,8.744330580263227903e-03,-2.485857185268424904e-03,3.965005674033441653e-03,-6.886257458996113412e-01
1.330000000000000071e+01,1.000000000000000000e+00,-1.094568637142985690e+00,4.990004972537728234e-01,2.286371165004630335e+00,-1.751878939436826432e-01,1.071222672900480344e-01,7.406922505341558341e-03,-7.027770965604507314e-02,8.084691506087987589e-02,2.791593619608447648e-03,8.823554314904986581e-03,-2.476807957635855303e-03,3.957099776133211032e-03,-6.880559429290002971e-01
1.332000000000000028e+01,1.000000000000000000e+00,-1.095973636316481592e+00,5.006192055389776518e-01,2.284897027364113598e+00,-1.750337646755107390e-01,1.072198621926327144e-01,8.005402626032817603e-03,-7.022237247875892652e-02,8.102417696009994730e-02,2.742158477045068994e-03,8.902603934113838616e-03,-2.466497892082010479e-03,3.947598294731171839e-03,-6.874380467995894195e-01
1.333999999999999986e+01,1.000000000000000000e+00,-1.097377538619298321e+00,5.022414748588961420e-01,2.283422910011161377e+00,-1.748677036740399482e-01,1.073195294389144572e-01,8.600007898974179610e-03,-7.016802185929373048e-02,8.120301784628268515e-02,2.692941971112839360e-03,8.981447775629642152e-03,-2.454947744713833861e-03,3.936526149346435480e-03,-6.867723546729830320e-01
1.335999999999999943e+01,1.000000000000000000e+00,-1.098780363737217991e+00,5.038673367500259292e-01,2.281948889344658671e+00,-1.746897936659055905e-01,1.074212632796945621e-01,9.190217690421983998e-03,-7.011465317827875188e-02,8.138343329139623161e-02,2.643968696802801235e-03,9.060054674294418589e-03,-2.442178161739586711e-03,3.923908130675811574e-03,-6.860592065298707354e-01
1.338000000000000078e+01,1.000000000000000000e+00,-1.100182131258744755e+00,5.054968226541043386e-01,2.280475041445507056e+00,-1.745001276494294873e-01,1.075250571569971170e-01,9.775525511298045755e-03,-7.006226132856534228e-02,8.156541824905523541e-02,2.595262837280810746e-03,9.138393959475894432e-03,-2.428209679468835112e-03,3.909768900593805357e-03,-6.852989840182494019e-01
1.340000000000000036e+01,1.000000000000000000e+00,-1.101582860665429431e+00,5.071299639058389763e-01,2.279001442007641209e+00,-1.742988086090466460e-01,1.076309037168092370e-01,1.035543928171190307e-02,-7.001084072344146425e-02,8.174896706438541938e-02,2.546848166085529004e-03,9.216435452491070907e-03,-2.413062724312458641e-03,3.894132992152611605e-03,-6.844921092774487459e-01
1.341999999999999993e+01,1.000000000000000000e+00,-1.102982571322361771e+00,5.087667917208378299e-01,2.277528166270719190e+00,-1.740859492246547846e-01,1.077387948217872482e-01,1.092948157393572491e-02,-6.996038530480228057e-02,8.193407348383684174e-02,2.498748049326380075e-03,9.294149464029762345e-03,-2.396757612782648636e-03,3.877024809582128948e-03,-6.836390437398447428e-01
1.343999999999999950e+01,1.000000000000000000e+00,-1.104381282468823056e+00,5.104073371837321016e-01,2.276055288954509148e+00,-1.738616715763235676e-01,1.078487215639276492e-01,1.149718983351146785e-02,-6.991088855127673696e-02,8.212073066494572637e-02,2.450985447881533219e-03,9.371506791578169265e-03,-2.379314551492901254e-03,3.858468628289944691e-03,-6.827402869122041196e-01
1.346000000000000085e+01,1.000000000000000000e+00,-1.105779013209102546e+00,5.120516312364955525e-01,2.274582884194999544e+00,-1.736261068448024802e-01,1.079606742772023648e-01,1.205811657823618356e-02,-6.986234348631022162e-02,8.230893118604439007e-02,2.403582919595875170e-03,9.448478716842411557e-03,-2.360753637158027884e-03,3.838488594861342185e-03,-6.817963751386109106e-01
1.348000000000000043e+01,1.000000000000000000e+00,-1.107175782503472483e+00,5.136997046669569134e-01,2.273111025482260850e+00,-1.733793950082717639e-01,1.080746425501574876e-01,1.261182957484138258e-02,-6.981474268620319057e-02,8.249866705592005800e-02,2.356562621478983273e-03,9.525037003172096353e-03,-2.341094856594149072e-03,3.817108727059302133e-03,-6.808078803469551632e-01
1.350000000000000000e+01,1.000000000000000000e+00,-1.108571609159326510e+00,5.153515880975053642e-01,2.271639785600073402e+00,-1.731216845357830825e-01,1.081906152384750214e-01,1.315791199324674657e-02,-6.976807828810599466e-02,8.268992972342192882e-02,2.309946311903098189e-03,9.601153892983858157e-03,-2.320358086718696256e-03,3.794352913824496076e-03,-6.797754087809715351e-01
1.351999999999999957e+01,1.000000000000000000e+00,-1.109966511822476853e+00,5.170073119739878598e-01,2.270169236567347593e+00,-1.728531320778410874e-01,1.083085804774963357e-01,1.369596253833459815e-02,-6.972234199796963072e-02,8.288271008701669773e-02,2.263755352801097905e-03,9.676802105184940592e-03,-2.298563094550408296e-03,3.770244915275296812e-03,-6.786995997198362884e-01
1.353999999999999915e+01,1.000000000000000000e+00,-1.111360508968608274e+00,5.186669065547953039e-01,2.268699449581344840e+00,-1.725739021545738272e-01,1.084285256947068732e-01,1.422559555925370645e-02,-6.967752509845241693e-02,8.307699850429264843e-02,2.218010711864477381e-03,9.751954832596710504e-03,-2.275729537209338418e-03,3.744808362707765809e-03,-6.775811241873141988e-01
1.356000000000000050e+01,1.000000000000000000e+00,-1.112753618894891439e+00,5.203304019001410152e-01,2.267230494962725995e+00,-1.722841668419407557e-01,1.085504376221815698e-01,1.474644113632119467e-02,-6.963361845678298079e-02,8.327278480141218908e-02,2.172732964741311713e-03,9.826585739378248391e-03,-2.251876961916846401e-03,3.718066758595661887e-03,-6.764206836524526700e-01
1.358000000000000007e+01,1.000000000000000000e+00,-1.114145859711751729e+00,5.219978278615257095e-01,2.265762442102426721e+00,-1.719841054564261174e-01,1.086743023089895427e-01,1.525814514565180385e-02,-6.959061253257919910e-02,8.347005828251279069e-02,2.127942297234239246e-03,9.900668958449878113e-03,-2.227024805995607686e-03,3.690043476590444248e-03,-6.752190087238127969e-01
1.359999999999999964e+01,1.000000000000000000e+00,-1.115537249334796588e+00,5.236692140713898880e-01,2.264295359410378516e+00,-1.716739042386613290e-01,1.088001051335575758e-01,1.576036930169982808e-02,-6.954849738562284001e-02,8.366880773905646662e-02,2.083658507498429950e-03,9.974179088916733035e-03,-2.201192396869601671e-03,3.660761761521256867e-03,-6.739768578392026921e-01
1.362000000000000099e+01,1.000000000000000000e+00,-1.116927805476894742e+00,5.253445899329545199e-01,2.262829314266082914e+00,-1.713537560364146173e-01,1.089278308159918190e-01,1.625279117795244352e-02,-6.950726268359089244e-02,8.386902145912773776e-02,2.039901008239562892e-03,1.004709119349230656e-02,-2.174398952064122547e-03,3.630244729394946704e-03,-6.726950159528602979e-01
1.364000000000000057e+01,1.000000000000000000e+00,-1.118317545640411970e+00,5.270239846102460213e-01,2.261364372971039316e+00,-1.710238599873837861e-01,1.090574634303561885e-01,1.673510420606785093e-02,-6.946689770974237566e-02,8.407068723667998622e-02,1.996688828911794607e-03,1.011938079592200959e-02,-2.146663579205772363e-03,3.598515367396052864e-03,-6.713742932220099213e-01
1.366000000000000014e+01,1.000000000000000000e+00,-1.119706487109597637e+00,5.287074270183044211e-01,2.259900600703034002e+00,-1.706844212022180507e-01,1.091889864169071772e-01,1.720701765379890891e-02,-6.942739137056135046e-02,8.427379238073035017e-02,1.954040617915742649e-03,1.019102387840671066e-02,-2.118005276022467097e-03,3.565596533886810065e-03,-6.700155236946780946e-01
1.367999999999999972e+01,1.000000000000000000e+00,-1.121094646943127771e+00,5.303949458135770456e-01,2.258438061472294756e+00,-1.703356504481908507e-01,1.093223825942840483e-01,1.766825658209180902e-02,-6.938873220335618763e-02,8.447832372450307659e-02,1.911974644796445065e-03,1.026199687902630726e-02,-2.088442930343431016e-03,3.531510958407149507e-03,-6.686195640006257213e-01
1.369999999999999929e+01,1.000000000000000000e+00,-1.122482041966794908e+00,5.320865693844943900e-01,2.256976818079499569e+00,-1.699777638339357855e-01,1.094576341716532591e-01,1.811856178179376345e-02,-6.935090838381452460e-02,8.468426763452134576e-02,1.870508802441349806e-03,1.033227668916326947e-02,-2.057995320099194076e-03,3.496281241674691065e-03,-6.671872920472105006e-01
1.372000000000000064e+01,1.000000000000000000e+00,-1.123868688766352042e+00,5.337823258422249584e-01,2.255516932075651404e+00,-1.696109824956474610e-01,1.095947227608067287e-01,1.855768969044494301e-02,-6.931390773351453483e-02,8.489161001964753983e-02,1.829660609278277016e-03,1.040184065092620604e-02,-2.026681113321604933e-03,3.459929855584758900e-03,-6.657196057219439966e-01
1.374000000000000021e+01,1.000000000000000000e+00,-1.125254603680505339e+00,5.354822430116134013e-01,2.254058463723798145e+00,-1.692355322851419319e-01,1.097336293882125585e-01,1.898541228967054115e-02,-6.927771772739210743e-02,8.510033634007194148e-02,1.789447211473398688e-03,1.047066655457339068e-02,-1.994518868143817063e-03,3.422479143210366281e-03,-6.642174216034681944e-01
1.375999999999999979e+01,1.000000000000000000e+00,-1.126639802794054068e+00,5.371863484222954011e-01,2.252601471962604851e+00,-1.688516434601584071e-01,1.098743345070178484e-01,1.940151698372483829e-02,-6.924232550116411755e-02,8.531043161625012639e-02,1.749885385129206590e-03,1.053873263593635597e-02,-1.961527032800297436e-03,3.383951318802225564e-03,-6.626816736826187659e-01
1.377999999999999936e+01,1.000000000000000000e+00,-1.128024301931182860e+00,5.388946692999927457e-01,2.251146014371758319e+00,-1.684595503772746972e-01,1.100168180090020376e-01,1.980580645977330148e-02,-6.920771785870769022e-02,8.552188043778848059e-02,1.710991538482497338e-03,1.060601757384340912e-02,-1.927723945626820664e-03,3.344368467788736907e-03,-6.611133120951937503e-01
1.380000000000000071e+01,1.000000000000000000e+00,-1.129408116648894067e+00,5.406072325579849291e-01,2.249692147139201293e+00,-1.680594911877923148e-01,1.101610592364807711e-01,2.019809853052939586e-02,-6.917388127939561038e-02,8.573466697227852262e-02,1.672781714102331008e-03,1.067250048754320342e-02,-1.893127835060470516e-03,3.303752546776002157e-03,-6.595133018679720793e-01
1.382000000000000028e+01,1.000000000000000000e+00,-1.130791262230596006e+00,5.423240647887559440e-01,2.248239925030173669e+00,-1.676517075369433063e-01,1.103070369941582946e-01,2.057822595989348968e-02,-6.914080192538754610e-02,8.594877497407937827e-02,1.635271591088018799e-03,1.073816093412830429e-02,-1.857756819639649892e-03,3.262125383547818339e-03,-6.578826216794990689e-01
1.383999999999999986e+01,1.000000000000000000e+00,-1.132173753679827088e+00,5.440451922558172670e-01,2.246789401358059379e+00,-1.672364442667446105e-01,1.104547295609289159e-01,2.094603627226264073e-02,-6.910846564887766774e-02,8.616418779304914344e-02,1.598476487267087723e-03,1.080297890595871904e-02,-1.821628908004061962e-03,3.219508677065675926e-03,-6.562222626370441958e-01
1.385999999999999943e+01,1.000000000000000000e+00,-1.133555605714129833e+00,5.457706408857053715e-01,2.245340627957007396e+00,-1.668139491228277371e-01,1.106041147016248727e-01,2.130139154620873387e-02,-6.907685799929789983e-02,8.638088838322412200e-02,1.562411361393259163e-03,1.086693482808546128e-02,-1.784761998894722305e-03,3.175923997468755363e-03,-6.545332270711299305e-01
1.388000000000000078e+01,1.000000000000000000e+00,-1.134936832759068093e+00,5.475004362601506580e-01,2.243893655156321554e+00,-1.663844724655421381e-01,1.107551696787117679e-01,2.164416819323710522e-02,-6.904596423047761056e-02,8.659885931144728488e-02,1.527090815344420279e-03,1.093000955567410837e-02,-1.747173881153959996e-03,3.131392786073939217e-03,-6.528165273489061615e-01
1.390000000000000036e+01,1.000000000000000000e+00,-1.136317448942385511e+00,5.492346036084205796e-01,2.242448531756588537e+00,-1.659482669856286452e-01,1.109078712639287173e-01,2.197425672235978414e-02,-6.901576930775896179e-02,8.681808276594445151e-02,1.492529096320597800e-03,1.099218437142835542e-02,-1.708882233725414999e-03,3.085936355375803065e-03,-6.510731847076260959e-01
1.391999999999999993e+01,1.000000000000000000e+00,-1.137697468088306962e+00,5.509731677998318533e-01,2.241005305007532922e+00,-1.655055874247357561e-01,1.110621957498739570e-01,2.229156149122900332e-02,-6.898625791506866889e-02,8.703854056484947033e-02,1.458740099041934630e-03,1.105344098301356409e-02,-1.669904625654036658e-03,3.039575889046621567e-03,-6.493042281093710510e-01
1.393999999999999950e+01,1.000000000000000000e+00,-1.139076903711978561e+00,5.527161533364327584e-01,2.239564020587567317e+00,-1.650566903010416975e-01,1.112181189615339683e-01,2.259600044459175727e-02,-6.895741446194540714e-02,8.726021416467760750e-02,1.425737367946657138e-03,1.111376152048031141e-02,-1.630258516086077400e-03,2.992332441936350687e-03,-6.475106931181294767e-01
1.396000000000000085e+01,1.000000000000000000e+00,-1.140455769014053766e+00,5.544635843458571856e-01,2.238124722585017157e+00,-1.646018336402285676e-01,1.113756162677559947e-01,2.288750484083380138e-02,-6.892922309052368357e-02,8.748308466874754608e-02,1.393534099389062610e-03,1.117312853368795586e-02,-1.589961254269113555e-03,2.944226940072657613e-03,-6.456936208002495015e-01
1.398000000000000043e+01,1.000000000000000000e+00,-1.141834076875411608e+00,5.562154845743423337e-01,2.236687453480993959e+00,-1.641412767120362659e-01,1.115346625926628560e-01,2.316601896738927288e-02,-6.890166768247343865e-02,8.770713283555187090e-02,1.362143143837472653e-03,1.123152498972819144e-02,-1.549030079552019988e-03,2.895280180660894306e-03,-6.438540566492113593e-01
1.400000000000000000e+01,1.000000000000000000e+00,-1.143211839852017464e+00,5.579718773799170473e-01,2.235252254133893945e+00,-1.636752797726162278e-01,1.116952324270086561e-01,2.343149984579812398e-02,-6.887473186589573859e-02,8.793233908707565050e-02,1.331577008072224550e-03,1.128893427034858600e-02,-1.507482121384988742e-03,2.845512832084115280e-03,-6.419930495356158673e-01
1.401999999999999957e+01,1.000000000000000000e+00,-1.144589070169920175e+00,5.597327857257530237e-01,2.233819163765482063e+00,-1.632041038128772270e-01,1.118572998394761070e-01,2.368391692719379674e-02,-6.884839902217462781e-02,8.815868351706418471e-02,1.301847857383638769e-03,1.134534016937615783e-02,-1.465334399319518635e-03,2.794945433903059818e-03,-6.401116506831705522e-01
1.403999999999999915e+01,1.000000000000000000e+00,-1.145965779720385047e+00,5.614982321736834425e-01,2.232388219948546748e+00,-1.627280103130136490e-01,1.120208384879128605e-01,2.392325177900513425e-02,-6.882265229278497487e-02,8.838614589923851628e-02,1.272967517769991444e-03,1.140072689014089841e-02,-1.422603823008421978e-03,2.743598396856174529e-03,-6.382109126714389236e-01
1.406000000000000050e+01,1.000000000000000000e+00,-1.147341980055166299e+00,5.632682388778836868e-01,2.230959458596084133e+00,-1.622472610033796059e-01,1.121858216305074429e-01,2.414949776365495071e-02,-6.879747458605621480e-02,8.861470569545994158e-02,1.244947478135490339e-03,1.145507904289936457e-02,-1.379307192205820893e-03,2.691492002859592527e-03,-6.362918884659976015e-01
1.408000000000000007e+01,1.000000000000000000e+00,-1.148717682381906968e+00,5.650428275787152677e-01,2.229532913951984163e+00,-1.617621176318631004e-01,1.123522221369032542e-01,2.436265971003096636e-02,-6.877284858389239031e-02,8.884434206384256294e-02,1.217798892488245388e-03,1.150838164225820477e-02,-1.335461196767141886e-03,2.638646405007143408e-03,-6.343556304766077014e-01
1.409999999999999964e+01,1.000000000000000000e+00,-1.150092897559680472e+00,5.668220195967318409e-01,2.228108618583186651e+00,-1.612728417378958279e-01,1.125200124992503936e-01,2.456275357850178781e-02,-6.874875674844793672e-02,8.907503386681477064e-02,1.191532582138243781e-03,1.156062010459771652e-02,-1.291082416649130381e-03,2.585081627570352814e-03,-6.324031896439178402e-01
1.412000000000000099e+01,1.000000000000000000e+00,-1.151467636094662295e+00,5.686058358268455404e-01,2.226686603373272622e+00,-1.607796944332225142e-01,1.126891648431940784e-01,2.474980612023974097e-02,-6.872518132875983510e-02,8.930675967912871105e-02,1.166159037895331783e-03,1.161178024549540909e-02,-1.246187321909840093e-03,2.530817565998446338e-03,-6.304356145551686108e-01
1.414000000000000057e+01,1.000000000000000000e+00,-1.152841908135930460e+00,5.703942967326532942e-01,2.225266897517456766e+00,-1.602829361895322380e-01,1.128596509387996133e-01,2.492385453160388814e-02,-6.870210436733555082e-02,8.953949779581872603e-02,1.141688422267174863e-03,1.166184827714955921e-02,-1.200792272708631073e-03,2.475873986918335646e-03,-6.284539505892698941e-01
1.416000000000000014e+01,1.000000000000000000e+00,-1.154215723471403887e+00,5.721874223409210147e-01,2.223849528518949015e+00,-1.597828266330475200e-01,1.130314422114122447e-01,2.508494610432419544e-02,-6.867950770669706273e-02,8.977322624010770913e-02,1.118130571657239072e-03,1.171081080580274603e-02,-1.154913519306174051e-03,2.420270528134628452e-03,-6.264592390915961762e-01
1.417999999999999972e+01,1.000000000000000000e+00,-1.155589091523905543e+00,5.739852322362269943e-01,2.222434522186645278e+00,-1.592796243461440109e-01,1.132045097524523453e-01,2.523313787221458451e-02,-6.865737299588101084e-02,9.000792277126246077e-02,1.095494998562766137e-03,1.175865482916543109e-02,-1.108567202064456502e-03,2.364026698629635888e-03,-6.244525165787403465e-01
1.419999999999999929e+01,1.000000000000000000e+00,-1.156962021347357927e+00,5.757877455557599555e-01,2.221021902634115808e+00,-1.587735866760651704e-01,1.133788243301445120e-01,2.536849625512707651e-02,-6.863568169689485132e-02,9.024356489239719614e-02,1.073790893772745732e-03,1.180536773383948287e-02,-1.061769351446769207e-03,2.307161878563357329e-03,-6.224348139734320329e-01
1.422000000000000064e+01,1.000000000000000000e+00,-1.158334521623108238e+00,5.775949809842741978e-01,2.219611692279851223e+00,-1.582649695507798993e-01,1.135543564001801203e-01,2.549109670084450524e-02,-6.861441509112903292e-02,9.048012985822562193e-02,1.053027128565882332e-03,1.185093729274176721e-02,-1.014535888017719691e-03,2.249695319273489931e-03,-6.204071558697566990e-01
1.424000000000000021e+01,1.000000000000000000e+00,-1.159706600656376096e+00,5.794069567491989536e-01,2.218203911848733778e+00,-1.577540273020174022e-01,1.137310761163126821e-01,2.560102332558903890e-02,-6.859355428572518065e-02,9.071759468276141547e-02,1.033212256908584833e-03,1.189535166252766139e-02,-9.668826224432188919e-04,2.191646143275421694e-03,-6.183705598287463356e-01
1.425999999999999979e+01,1.000000000000000000e+00,-1.161078266372836731e+00,5.812236906158994021e-01,2.216798580374692129e+00,-1.572410124954994604e-01,1.139089533408857574e-01,2.569836855380736376e-02,-6.857308021990046742e-02,9.095593614696725893e-02,1.014354517652919525e-03,1.193859938101464457e-02,-9.188252554904912436e-04,2.133033344262240567e-03,-6.163260357043616189e-01
1.428000000000000114e+01,1.000000000000000000e+00,-1.162449526315321391e+00,5.830451998830937788e-01,2.215395715204503624e+00,-1.567261757683791334e-01,1.140879576552923380e-01,2.578323275787188645e-02,-6.855297367122777097e-02,9.119513080635242852e-02,9.964618367346064331e-04,1.198066936460581711e-02,-8.703793780280744564e-04,2.073875787104729682e-03,-6.142745849998297869e-01
